graph,seed,n_bees,max_steps,n_chance,max_iter,flip,fitness,conflicts,colors,runtime,solution
test1.txt,42,50,5,5,100,3,1000,2,12,4.5675,"[ 4 10 11 12  9  8  4 10 11  6  9 11 10  8 10  9  2  2 11 10  7  8  8 11
  1  3  6  8 11  4  6  6  6  3 10 12  1  1 12  9  3 11  3  1  7  3 12  3
  2  6  3 10  1 10  3  8  8  2  4 12 10  7 12 11  4  6  2  4  2  1  3  3
 10 10  3  9  7  1  9  3  1  3  1  2  5 11 10 12  9  3  3  5  9 11  5 12
  4  1  5  1 12 11  4  1  9  7 11  4  8 12  1  5  3  8  3  9  9  3  4  9
  8  6 11  7  9  6  1  8  4 11  5  5  6  7  7  6  6  8]"
test1.txt,42,50,5,5,100,5,4458,9,12,4.6190,"[ 4  7 10 10  5  3  9  7  4 10  5  8  5  3  8  9  1  3  1  2  7  2  6  8
  6  6  1  2  5  6 10 10  1 10 11  8  2  1 10 12 12  8  8  5  2 10  1  9
  9  7 12  4 11  6  2  6  7 11 12 10  8  1  7  4 12  1  3  9  1  2  7  5
 11 11  4  7  4  9  8 10 11  1  9  6  4  3  8 10  2  5  2  5  6  5  9  6
  4  3  5  2  6  8 12  6  1  2  1  4  4  3  7  6  2  8 12  7  6  2  9 10
 11  3  1  7 11  6  6  9  7  8 12  2 11  5  8  5  1  7]"
test2.txt,42,10,5,3,20,7,43336572,692,72,51.1287,"[52 65 10 61 21 54  3 22 40  8 30 38 21 64 31 65 20 58 22 31 59 42  3 21
 62 43 21 62 51 12 39  3 51 24 51 39  3 12 34 14 54 53  2 66 32 44 29  4
 35 36 60 17 72  6 23  4 54 31 55 44 34 43 14 48 29 29 62 40  2 24 26 27
 68 64 15 32 65 71  7 50  8 63 36  8 35  7 59  5 41 21  7 72 38 58 33 48
 14 62 37 65 40 26 43 50  1  5 62 56  9 15  5 51 63 37 41 23 15 50 29 36
 70  8 71 59 30 69 42  2 13 57  6 26 28 44 14 27 62  1 22 62  3 56 28 27
  9 45 37 51 18 35 28 32 40 62 58 34 11 39 45 31 56 59  6 22 54  1 72  2
 53 47 31 70 32  4 55 56 48 68 24 69 25 11 16  6 72  3 20 52 36 19 52 10
 20 71 61 33 40  7 22 11 57 36 31 41 25  1 16 60 10  1 48 48 53 37 32 37
 11 48 72 59 24 54 46 24 72 38 62 25 18 67 54 35 10 38 33 55 53 41 21 51
 70  8  7 70 17 40 66 30 22 30 44 51 54 59 38 27 21  4 28 37 72 37 63 19
 16 20 64 26 60 44 30 34  6 47 16 10 53 60 23 32 33 17 31 25 54 34 67 46
 13 35 47 23  5 27  2 52 26  9 43 14 39 42 49 56 52 24 57 60  7 44 59 45
 20 45  8 16 48 71 66 32 41 66 13 19 29 62 22 56  3 49 26 20 70 15 67 60
  8 67 36  5 68 16 47 55 53 19 16 70 51 19 17 66 10 58 55 25 23  9 49 14
 58  1 33 48  1  6 22 64 63  6 22 67  5 41 51 57 57 69 47 18 37 16 48 46
 33 23 44 57 34 52 68 19 54 62 16  4 43 70  2 32 68 61 50 35 26 33 61 60
 39 12 67 47 33 40 57 53 29 13 57 46  2 67 36 26 34 10 68 58 18 66 30 36
 44 24 64 42 71 24 23 41 37 12 41 65 23 30 17 62 13 21 58 49 12 39 19  9
 51 11 52 16 38 12 25 39  6 23 16 40 39 53 45 56 39 19 54 35 18 66 42 17
  7 42 13 10 39 34 50 27 52  5 29 70  4  8 65 39 71 45 64 12]"
test2.txt,42,10,10,3,20,7,39453822,630,72,85.1441,"[52 40 69 61 21 54 22 15 11 64 30 38 21 42 60 37 45 58 22 31 29 42 55  7
 62 62 50 45 51 54  6  3 51 24 68 39 29 14 60 14 54 37  2 68 59 44  8  4
 69 36 49  3  2  6 23 34 54 55 16 44 34 43 27 48 58 65 62 40 65 72 67 39
 32 29 15 46 36 71  7 60  8 63 36 18 35 41  1  5 41 21 40 21 46 56 33 47
 14 70 37 13 26 65 47 50 13  5 28 17  9 15  5 66 63 28 40 23 15 62 22 36
 66 21 71 59 30 20 42 11 24 53  6 26 22 44 21 12 62  1 24 44  3 31 47 27
  9 45  6 51 72 34 59 32 40  4 58 72 48 39  2 31 11 51 11 49 50  1 26  7
 53 21 22 70 32  4 34 56  1  7 38 69 25 28 43 53 52  3 20 52 55 19 41 41
 20 71 43  4 40 62 31 11 57 36 55 31 38 56 16 60 10 35 48  5 12 37 20 37
 39 48 31 13 24 54 46 22 72 38  1 25 18 67 63 35 37 28 66 68 53 56 34 60
 63  8  7 70 53 33 10 10 25 30 52  6 54 31 17 27 26  4 60 64 34 29 14 19
 16 28 64 26 68 44 30 47  9 37 56 58 53 60 23 21 33 15  2 25 61 34 57 46
 71  2 47 23  5 55  2 14 45  9 43 14 62 64 20 16 25 24 57 61  7 35 56 13
 20 45 28 16 20 18 66 27 33 44 25 10 62 62 22 56 19 49  8 10 70 15 67 41
  8 59 69 63 68 16 41 55 41 50 65 13 51 46 17 37 12 58 55 25 53  9 58 15
 58  1 33 17  1 17 14 55 63  6 49 67 61 42 51 57 57 66 47 39 48 15 48  1
 38 33 53  4 34 52 68 71 30 36 18 59 62 70 32 32  8 50 50 35 26 61 61 62
 18 68 67 47 70 14 28 19 29 43 57 35  2 40 10 26 34 10 49 39 11 69 21 36
 44 33 64  6  2 24 23 41 53  5 57  4 23 30  8 13 13 42 58 49 12 39  7  9
 33 46 52 16 65 39 25  4 28 23 60 40 51 53 12 20 39 67 57 19 18 63 71 17
  7 42 33 41  3 58 50 27 52 22 29 35 59  8 65 39 42 45  7 12]"
test2.txt,42,20,5,1,20,5,41457822,662,72,97.3299,"[52 15 43 59 21 24  3 22 21  2 30 38  2 57 60 21 33 58 28 49 59 42 60 40
 62 62 47 62 69 55 28  3 51 48 21 39 18  4 72 14  9 53  2 39 71 44  7 47
 14 65 50  4  2 19 54 11 54 63 35 44 34 11 14 15 15 13 21 40 14 24 26 60
 41 72 15 45 65 71 21  1  8 63 11 36 35 35 33  5 37 28 57 72 12 27 33 48
 23 62 45 44 35 65 47 28  1  5 14 27 35 15 42 51 63 66  4 23 15 43 64 49
 13 46 71 33 28 66 42 45  7 57  6 28 28 12 30 62 62  1 56 62  3  8 34 37
  9 64 37 51  6 24 59 32 52  1 58 52 12 39 44  3 56 59 63 18 54  1 19 22
 34 44 32 70 32 21 55 56 17 38 36 69 70 11 16 72 70  3 20 59 56 19 67 20
 20  2 52 51 40 39 16 11 57 50  8 10 42  7 16 60 21  1 48 12 69 31 18  9
 25 48 52 20 24 54 33 49 72 36 38 25 72 66 54 35 68 19 52 68 33 56 57 48
 20  8  7 17 17 33 48 59  6 30 38 51 54 41 27 27 21 30 48 43 63 61 14  6
  4 35 64 49 40 40 30 46  6 65 24 46 53 60 32 32 33 67 35 14 54 58 67 46
 25 32 47 23 66 54  2 17 33  9 20 48 39 42 26 31 25 24 13 60 22 57 36 45
 20  7  8 16 14 15 70 32 63 51 25  4 63  3 22 13 23 49 52 42 70 51 54 60
  8 53 53  5 68  6 47 32 40 52 16 13 36 19 17 63 19 68 55 62 23  9 31  1
 58  1 34 50  1 16 61 64  5 69 22 67 26 62 51 57 29 69 29 22 13 26 48 26
  4 23 10 69 60 52 10 19 58 46 69  4 16 24 41 10 24 12 50  7 33 33 61 51
 29 38 45 65 64 29 43 44 34 13 26 31  2 35  8 59 41  7 68 58 44 36 61 36
 10 37 64 49 36 24  9 62 37 12 55 37 23 30 17 62 46 59 19 49 12 67 43  9
 71 28 53 16 69 12 25 70 53 23 16 57 44 53 17 58 39  4  5 35 18  9 15 17
  7 46 13 34 42  9 50 27 23  5 29 37 38 35 65 17 71 45  6 26]"
test2.txt,42,10,15,5,20,3,35508447,567,72,120.2209,"[52 68 71 61 59 23  3 15 53  2 33 38  2 26 16 21  9 58 22 50 19 42  3 15
 62 72 19 62 30 55 64 30 51 20 10 39 18 11 60 14  9 53 56 30 71 44 10 27
 35  5 50  4 44  6 54 11 54 31 67 44 45 70 14 45 37 72 11 45 53 61 29 60
 41 71 15 45 17 71 35 62  8 63 33  8 35 48 33  5 64 28  7 25 23 34 13 48
 23 13 37 44 57 65 47 47  1 25 56 55  9 54 42 51 60 57  5 46 15 43 13 36
 13  8 71 59 10 66 42 44 62 17 15 28 28 32 30 62 25  1  6 32  3 70 39 27
  9 33 64 51 34 49 59 56 52 62 24 52 12 36 49  3 61 59 69 33 54  1 10  2
 53 58 11 70 72 68 55 13 17 58  7 69 70 71 16 59 42 41 20 12 36 19 31 25
 42 22 52 33 50 39  1 64 57 50 63 31 42 29 16 50 53  1 48  8 72 23 22  9
 19 62  3 20 56 54 62 51 72 36 34 25 71 59 54 35 49 41 65 55 33 14 64 48
 20 21  7 67 26 27 63 38 22 30 38 32 54 51 66 10 71 30 28  8 14 61 41 19
  4 20 64 49 55 24 30 63  6 37 66 46 53 69 63 32 21 67 18  8 54 58 66 46
 29 11 47 23 25 27  2  9 22  9 20 48 39 31 26 50 53 24 48 16  7 57 68 45
 20  6  8 37 21 47 66 55 63 51 68 58 58  6 62 26 34 43 52 27 70 15 41 52
  8 31 60  5 36 38 47 51 40 52 18  7 11 40 17 66 60 58 55 41 23  9 10  1
 18  3 34 48 60 16 61  6 15  4 21 67 26 70 51 57 28 69 47 51 69 16 34 39
 67 17 10 69 46 52 10 37 49  1 32  4 40 11  2 32 38 12 50 21 33 63 25 51
 43 29 67 65 40 21 43 69 29 64  2 46  2 72 14 26  6  7 68 14 29 68 61 36
 10 35 64 49 15 24 23 14 37 12 72 13 23 20 17 62 36 59 19 37 12 61 28  9
 71 45 52 16 27 36 25 34 46 23 66 57 39 45 11 43 41 14  5  7 18  9 12 17
  7 56 13 40 37  9 50  6 66  5  1 37 38 44 65 17 17 45  4 34]"
test2.txt,42,10,10,5,20,5,38890197,621,72,86.4681,"[52 15 72 32 63 24  3 22 69 69 30 38 50 53 53 21 33 58 24 54 32 42 54 22
 10 62 47 62 23 17 64  3 34 12 42 39 18  4 49 10  9 53 56 31 58 44  8 27
 65 61 50  4 13 42 68  4 54 61 37 46 56 62 14 61 18 72 62 40 34 72 26 60
 41 59 25 68 65 71 34 14  8 63 11  2  8 35 33  5 61 46  7  4 12 25  8 48
 23 62 71 16 35 65 47 21 68 31 14 27 21 21 42 51 13 57 40 23 15 43 45 22
 13 32 71  3 21 66 42 45 56 43  6  5 28 21 29 30 13 72 60 45  3 70 54 36
 68 62 37 51 27 38 59 32 52 72 11 52 44 39 63 34 56 59  2 14 26  1 19 29
 31 72 32 70 50 50 36 56 17 38 46 17 70 11 16 38 39 72 20 59 44 70 67 19
 20 41 12 33 40 15 52 66 57 50 23 37 22  7 16 60  2 21 48 12 69 41 22  9
 19 48 65 45 24 54 33 37  6 36 38 25 30  4 54 46 61 47 11 60 31 56 29  6
 20  8  7  3  5 65 48 59 34 27 52  6 54 18 55 27 56 71 59  4 69 61 14 70
 65 35 44 49 40 71 30 46  6 58 39 46 53 60  5 40 33 67 18 54 63 58 57 46
 17 33 36 23 66 30 53 66 33  9  1 39 15 42 26 43 60 24 13 60 55 10 51 45
 20 24  9 16 14 15 26 21 63 51 25 18 30 62 22 64 71 55 52 42 41 48 63 60
 56 53 69 61 41  6 47 66 27 52 16 13 35 45 17 45 58 23 19 62 23  9 34 42
 58  1 34 63 72 16 61 64 39  7 22 67 26 44 53 57 29 69 15 17 69 22 48 67
 49 33 10 69 39 67 10 19 58 19 14 71 16 24 29 42 24 12 50 52 31  1 61 51
 48 61 67 43 33  2 16 44 40 13 52 35  2 40  8  2 59  7 68 39 47 32 21 36
 10 70 19 49 36 24 17 13 37 12 55 47 38 30 17 62 49 38 19 49 20 34 51  9
 71 36 49 66 69 12 25 48 32 23 16 57 14 21 11 58 39 31 43 35 18  9 62 42
  7 46 13  4  3  9  6 31 43 57 29 37 38 13 64 17 71 45 10 67]"
test2.txt,42,20,5,5,20,3,40455822,646,72,110.5944,"[52 68 45 61 59 64  3 16  1  2 21 71  2 29 38 21  9 39 22 44 21 42 39 24
 62 72 48 51 30 67 64 30 29 24  1 16 18 11 26 14 52 18  2 30 31 44 10 65
 35  5  2  4 44 48 54 11 72 59 67 49 34 59 61 48 37 65 62 15 17 24 29 12
 41 71  9 45 17 40  9 62 52 63 42 63 35 62 69 69 54 54 60 25 54 34 13 10
 23 13 52 44 57 41 47 47 11  5 56 59  9 54 53 51 60 68  4  7 46 43 13 17
 13  8 72 59 53 24 42 44 17 57 15 49 28 32 66 62 25 66 27 57 51 70 69 68
  9 22 20 25 18 40 59 56 22 62 29 21 12 36 46  3 61 29  2 33 45  1 10 68
 25 58 38 70 72 58 55 13 34 38  7 26 70 71 72 59  2 37 20 12 17 19 31 40
 20 22 70 33 60 12  1 64 66 50  8 22 42 29 21 60 53 23 48  8 44 59 22  6
 19 50  5 20  1 11 33 51  6 36 34 35 18 56 27 35 68 55 51 55  4 14 64 65
 20 21 71 67 26 39 48 38 40 30 28 63 54 27 33 27 71 68 28  8 39 61 41 60
  4  8 10 49 70  8 30 63 22 37 66 58 53 69 54 32 21 62 18  8 61 58 66 27
 55 11 44 23 24 19  2  9 42  9 52 41 39 31 46 50 53 53 13 54 18 57 32 49
 20 34 67 16 11 71 66 55 41 51 68 31 63 41 61 58 34 16 52 14 35 15 53 21
  8 31 32  5 53 20 47 51 13 52 23  7 67 45 39 63 60 50 55 41 55  9 10 33
 58  3 16 48 60 43 25 13 41 69 10 25 26 70 21 57 28 64 47 51 66 16 28 61
 33 17 65 69 46 40 10 34 65  1 32  3 16 49 13 32 38 52 50  6 66 33 25 60
 43 29 31 65 40 28 43 50 47 13  2 42  2 72  7 26 40 38 68 14 65 36 18 62
 10 35 37 49 15 70 23 14  2 12 72 15 23 20 57 62 36 18 19 37 35 61 28 48
 71 45 53 26 39 48 25 34  6 23 66 52 39 64  7 58 33 26  5  7 32  9 12 72
  7 56 38 40 36 11 50  6 50  5  1 56 38 37 56 17 17 72  4 21]"
test2.txt,42,50,5,3,20,3,38952822,622,72,261.0151,"[52 68 46 61 59 24  3 16 53  2 33 38  2 29 60 21  9 58 22 44 57 42  3 15
 62 72 47 62 30 55 64 30 51 20  1 39 18 11 60 14  8 53  2 30 71 44 10 47
 35 70 50  4 44  6 54 11 54 63 67 44 34 31 14 48 37  5 62 64 53 24 29 14
 41 71 15 45 17 71  9 62  8 63 18  8 35 62 33  5 22 28  7 25 12 34 13 48
 23 22 37 24 57 65 47 47  1  5 56 27  9 54 42 61 60 52  4 23 15 43 13 36
 13  8 71 59 53 66 42 21 62 57 15 28 28 32 30 62 25 34 48 25  3 70 69 27
 13 45 37 51 18 24 59 56 52 41 68 52 12 36 19  3 61 56  2 33 54 57 10 47
 55 58  4 70 72 68 55 13 17 38  7 14 70 56 16 59  2  3 20 12 36 19 31 19
 20 22 52 38 54 39  1 64 57 50 63 31 42 29 16 60 53  1 48 68 32 20 22  9
 19 50 72 20  1 54 33 51 72 36 34 39 18 59 54 35 37 41 51 55 33 14 64 48
 20 21  7 67 26 33 48 38 22 30 28 51 54 71 27 67 71 30 28  8 69 61 41 19
  4 20 64 49  7 44 30 63  6 66 66 46  6 69 42 32 21 67 18  8 70 58 66 46
 29 11 47 26 24 27  2 44 33  9 53 48 39 31 26 50 53 24 13 32  7 57 32 45
 20  6  8 16 11 15 20 55 63 51 68 58 27 41 22 67 34 49 52 27 70 15 41 60
  8 31 60  5 42  6 40 40 40 52 18 13 30 40 17 44 60 58 55 41 23  9 10  1
 58  3 34 48 60 16 61 52 63 71 49 67 26 70 51 57  2 69 50 66 69 16 34 39
 33 17 10 69 46 52 10  9 58  1 32  4 16 49  2 32 38 12 50 21 33 19 25 62
 43 21 67 65 40 40 43 69 43 13  2 46  2 72 63 26 40  7 68 14 29 43 18 36
 10 35 64 49 15 24 23 14 37 12 72 13 23 20 17 62 36 59 19 37 12 61 28  9
 71 45 52 56 27 12 25 34 53 23 66 57 39 64 42 58 55 14  5  7 18  9 42 17
  7 56 13 40 36  9 50  6 66  5  1 37 38 44 65 11 17 45  4 34]"
test2.txt,42,10,15,5,20,5,36009447,575,72,135.3276,"[52 15 72 22 21 42  3 22 21  2 30 38  2 57 25 20 33  5 71 49 59 14 17 40
 36 62 26 40 22 55 64 61 51  2 21 39 18  4 72 14  9 53 70 39 71 44 43 60
 14 70 50  4 51 19 54  5 54 63 28 44 65 62 14 15 15 67 62 40 14 24 30 60
 41 72 15 45 65 71  7 60  8 63 11 36 35 35 32  5 37 28  7 24 12 27 33 12
 23 62 45 44 35 65  3 28  1  5 14 27 35 15 42 51 42 66 18 23 15 43 56 36
 13 32 71 33 28 66 42 45  7 57  6 28 28 12 30 62 62  1 56 62  3 70 72 37
  9 11 37 51  6 69 59 32 13  1 58 52 12 39 11 26 56 59  2 71 54  1 19 66
 34 13 32 70 57 21 55 56 17 38 72 69 46 11 65 25 70  3 20 59 56 19 67 19
 20  2 52 33 40 39 16 11 25 50 34 27 42  7 16 60 21  1 48 13 69 23 21  9
 19 48  6 20 24 38 59 67 72 36 38 25  8 66 54 35 61 68 33 68 38 14 68 48
 20  8  7 17 17 27 63 59 58 30 38 51 54 41 27 38 70 41 48  9 69 61 55 26
 53 35 64 56 47 44 30 46  6 27 43 20 53 60 45 32 33 67 10 14 54 58 67 50
 47 32 47 23 31 54 50 17 47  9 20 48 39 42 26 31 25 24 13 60 22 57 29 45
 20 17  8 16 14 15 20 32 63 51 25 44 49 62 22 10 23 49 43 42 70 38 54 60
  8 49 53  5 68  6 47 32 40 52 16 13 36 19 17 63 19 56 55 62 23  9 15  1
 58  1 34 50 68 16 61 64  5 49 22 67 26 31 51 57 29 29 29 26 69 29 48 53
 33 56 10 69 60 52 10 13 24 46 69  4 16 11 41 52 47 12 50 30 33 33 61 51
 29 12 18 65 33  4 43 44 27 64 26 46  2  6  8 39 34  7 68 58 44 48 21 36
 10 31 64 49 36 24  9 62 37 12 55 37 23 31 34 48 46 59 19 49 12 67 18  9
 71 28 53 16 69 63 25 70 53 23 16 57 44 53 55 58 39  4  5 41 18  9 15 17
  7 46 13 34 42  9 50 27 12  5 29 64 38 41 65 38 71  3  6 36]"
test2.txt,42,20,10,3,20,7,36823572,588,72,188.5091,"[49 66 37 67  8 54  3 22 20 71 18 38 21 64 60 46 21 42 22 31 59 42  4 10
 41 62 36 62 51 63 57 22  7 24 21 66 14 46 52 14 54 53  2 38 39 68 44  4
 35 36 55 66 45 28 23  4 50 11 34 66 31 43 14 48 16 59 67 40 54 24 26 19
 39 70 15 32 65 71 46 27 64 63 36  8 35 62 51 40 41 21  7 72 45 63 62 12
 29 62 44 60 14  3 24 18  1  5 68 32 49 15  5 51 63 68 50 44 15  6 29 36
 63 47 15 59 30 66 42 21 38 54  6 26 28 44 62 38 40  1 60 62  3 13 35  4
  9 45 37 51 72 19 58 58 40 62 58 59 37 34 71 31 56 51 42  3 30  1 30  2
 53  9  7  7 32  4 65 56  3 65 40 69 25 11 16  6 37 70 10 52 36 19 12 31
 69 71 43 33 40  3 47 50 57 13 33 31 45 30 55 60 10 49 48  6 65 32 64 37
 19 48 59 34  5 54 46 24 72 32 18 15 18 67 54 35 68 13 25 68 53 14 64 57
  6  3  7 70 17 27 72 40 58 43 44 51 54 22 58 41 21  4 61 64 43  5 55 19
 16 35 64 56 48 20 30 31  6 37 61 17 54 60 23 32 21 30 12 28 61 34 67 46
 53 39 44 25  5 68 50 18 51 66 43 14 39 42 13 55 62 24 57 60  7 56 23  8
 20 45  8 16 52 27 42 32 69 51 25  4 17  2 22 56 58 49 26 11 27 15 67 60
  8 59 47 43 68 16 47 55 56 69 63 13 51 19 12 50 66 69 55 25 35  9 72 36
 49  1 33 18  1 29 22 11 63  6 22 67 28 34 14 57 57 72 26 36 33 60 48  1
 11  7  9 38 70 52 68 19 58 15 44 45 45 70  2 32 70 57 71 35 26 33 61 25
 61 47 67 47 33 20 48 10 35 50 57 46  2 43 20 63 29 10 68 58 26 70 26 36
 44 49 64 21 52 33 23 41 59 12 26 48 37 30 16 10 13 71 12 39 12 39 19  9
 63 52 29 66 65 12 25 69 32 40 45 47 39 53 41 34 59 14 54 35 18 51 70 28
  7 42 13 40  3 17 43 27 52  5 29 15  8 42 65 39 71 19 17 49]"
test2.txt,42,20,10,3,20,3,36385197,581,72,187.8293,"[68 68 69 61 59 15  3 16 72  2 21 51 50 29 56 21  9 59 22 44 30  9  3 54
 62 72 44 62 30 60 64 30 65  8  1 23 18 11 13 14 21 41 56 18 55 44 10 41
 17  5 33  4 44 72 54 22 38 68 67 65 31 31  9 48 37 12 62 64 11 61 29 12
 41 71 42 45 17 61  9 62 49 63 33 18 35 62 19  5 57 44  5 25 16 34 13 54
 23 13 47 44 57 55 47 47 21  5 56 38  9 54 40 51 60 46  4  7 14 43 13 48
 13  8 28 32 53 20 42 71 18 57 15 64 28 32 14 62 25 46 27 25 49 70 69 15
 22 33 36 51 18 30 59 56 56  2 24  4 12 59 36  3 61  4  2 33 24  1 10 36
 59 58 11 70 72  6 55 40 46 38  7  1 70 71 25 59  2 20 20 12 53 19 31 67
 20 22 19 33 54 26 42 64 12 50 63 69 42 29 29 49 53 50 48  5 54 37 20 60
 19 50 45 20  1 21 33 51 48 36 34 41 18 56 42 35 37 13 49 55 19 14 64 20
 70 21 22 67 26  7 48 38 11 30 24 35 54 27 58 27 71 56 28  8 63 61 41 58
 68  8 54 49  7 35  3 63 29 37 27 67 53 69 15 32 21 45 67  8 57 58 66 15
 24 11 37 23 47 68  2 43 69  9 55 40 39 31  6 50 53 41 13 16 52 21 32  8
 20  6  1 16 11 28 66 55 39 51 68 28 25 47 18 39  8 69 52 39 45 15 41 42
  8 31 16  5 34  1 47 51 65 52 18 57 30 26 24 63 60 17 55 41 50  9 10 70
 58  3 30 48 60 66 61  6 46 69 21 10 26 70 52  3 32  6 47 66 56 16 34  3
 33 17 60 69 46 47 10  9 57  1 32 26 45 49 53 32 38 55 50 21 39 33  3 15
 43 71 52 65 40  2 43 69 43 52  2 22  2 72 60 64 40 48 68 14 12 36 61 13
 35 35 14 49 60 33 23 14 57 61 25 53 23 20 36 62 36 11 19 72 28 61 28 41
 71 34 44 68 27 72 25 34 43 23 66 22 39 71 10 58 33 67  5  7 15  9 12 69
  7 56 28 40 63 26 50  6 45  5  1 46 38 66 19 17 17 31  4 34]"
test2.txt,42,10,10,1,20,5,38890197,621,72,97.2169,"[52 15 72 32 63 24  3 22 69 69 30 38 50 53 53 21 33 58 24 54 32 42 54 22
 10 62 47 62 23 17 64  3 34 12 42 39 18  4 49 10  9 53 56 31 58 44  8 27
 65 61 50  4 13 42 68  4 54 61 37 46 56 62 14 61 18 72 62 40 34 72 26 60
 41 59 25 68 65 71 34 14  8 63 11  2  8 35 33  5 61 46  7  4 12 25  8 48
 23 62 71 16 35 65 47 21 68 31 14 27 21 21 42 51 13 57 40 23 15 43 45 22
 13 32 71  3 21 66 42 45 56 43  6  5 28 21 29 30 13 72 60 45  3 70 54 36
 68 62 37 51 27 38 59 32 52 72 11 52 44 39 63 34 56 59  2 14 26  1 19 29
 31 72 32 70 50 50 36 56 17 38 46 17 70 11 16 38 39 72 20 59 44 70 67 19
 20 41 12 33 40 15 52 66 57 50 23 37 22  7 16 60  2 21 48 12 69 41 22  9
 19 48 65 45 24 54 33 37  6 36 38 25 30  4 54 46 61 47 11 60 31 56 29  6
 20  8  7  3  5 65 48 59 34 27 52  6 54 18 55 27 56 71 59  4 69 61 14 70
 65 35 44 49 40 71 30 46  6 58 39 46 53 60  5 40 33 67 18 54 63 58 57 46
 17 33 36 23 66 30 53 66 33  9  1 39 15 42 26 43 60 24 13 60 55 10 51 45
 20 24  9 16 14 15 26 21 63 51 25 18 30 62 22 64 71 55 52 42 41 48 63 60
 56 53 69 61 41  6 47 66 27 52 16 13 35 45 17 45 58 23 19 62 23  9 34 42
 58  1 34 63 72 16 61 64 39  7 22 67 26 44 53 57 29 69 15 17 69 22 48 67
 49 33 10 69 39 67 10 19 58 19 14 71 16 24 29 42 24 12 50 52 31  1 61 51
 48 61 67 43 33  2 16 44 40 13 52 35  2 40  8  2 59  7 68 39 47 32 21 36
 10 70 19 49 36 24 17 13 37 12 55 47 38 30 17 62 49 38 19 49 20 34 51  9
 71 36 49 66 69 12 25 48 32 23 16 57 14 21 11 58 39 31 43 35 18  9 62 42
  7 46 13  4  3  9  6 31 43 57 29 37 38 13 64 17 71 45 10 67]"
test2.txt,42,10,5,1,20,7,43336572,692,72,57.9372,"[52 65 10 61 21 54  3 22 40  8 30 38 21 64 31 65 20 58 22 31 59 42  3 21
 62 43 21 62 51 12 39  3 51 24 51 39  3 12 34 14 54 53  2 66 32 44 29  4
 35 36 60 17 72  6 23  4 54 31 55 44 34 43 14 48 29 29 62 40  2 24 26 27
 68 64 15 32 65 71  7 50  8 63 36  8 35  7 59  5 41 21  7 72 38 58 33 48
 14 62 37 65 40 26 43 50  1  5 62 56  9 15  5 51 63 37 41 23 15 50 29 36
 70  8 71 59 30 69 42  2 13 57  6 26 28 44 14 27 62  1 22 62  3 56 28 27
  9 45 37 51 18 35 28 32 40 62 58 34 11 39 45 31 56 59  6 22 54  1 72  2
 53 47 31 70 32  4 55 56 48 68 24 69 25 11 16  6 72  3 20 52 36 19 52 10
 20 71 61 33 40  7 22 11 57 36 31 41 25  1 16 60 10  1 48 48 53 37 32 37
 11 48 72 59 24 54 46 24 72 38 62 25 18 67 54 35 10 38 33 55 53 41 21 51
 70  8  7 70 17 40 66 30 22 30 44 51 54 59 38 27 21  4 28 37 72 37 63 19
 16 20 64 26 60 44 30 34  6 47 16 10 53 60 23 32 33 17 31 25 54 34 67 46
 13 35 47 23  5 27  2 52 26  9 43 14 39 42 49 56 52 24 57 60  7 44 59 45
 20 45  8 16 48 71 66 32 41 66 13 19 29 62 22 56  3 49 26 20 70 15 67 60
  8 67 36  5 68 16 47 55 53 19 16 70 51 19 17 66 10 58 55 25 23  9 49 14
 58  1 33 48  1  6 22 64 63  6 22 67  5 41 51 57 57 69 47 18 37 16 48 46
 33 23 44 57 34 52 68 19 54 62 16  4 43 70  2 32 68 61 50 35 26 33 61 60
 39 12 67 47 33 40 57 53 29 13 57 46  2 67 36 26 34 10 68 58 18 66 30 36
 44 24 64 42 71 24 23 41 37 12 41 65 23 30 17 62 13 21 58 49 12 39 19  9
 51 11 52 16 38 12 25 39  6 23 16 40 39 53 45 56 39 19 54 35 18 66 42 17
  7 42 13 10 39 34 50 27 52  5 29 70  4  8 65 39 71 45 64 12]"
