3,21,11,11,0
3,22,11,11,0
3,23,60692,12,41
3,24,11,11,0
3,25,11,11,0
3,26,11,11,0
3,27,44412,12,30
3,28,11,11,0
3,29,11,11,0
3,30,11,11,0
3,31,44412,12,30
3,32,11,11,0
3,33,11,11,0
3,34,11,11,0
3,35,62172,12,42
3,36,11,11,0
3,37,11,11,0
3,38,11,11,0
3,39,53292,12,36
3,40,11,11,0
3,41,11,11,0
3,42,11,11,0
3,43,56252,12,38
3,44,11,11,0
3,45,11,11,0
3,46,11,11,0
3,47,54772,12,37
3,48,11,11,0
3,49,11,11,0
3,50,11,11,0
3,51,50332,12,34
3,52,11,11,0
3,53,11,11,0
3,54,11,11,0
3,55,42932,12,29
3,56,11,11,0
3,57,11,11,0
3,58,11,11,0
3,59,47372,12,32
3,60,11,11,0
3,61,11,11,0
3,62,11,11,0
3,63,53292,12,36
3,64,11,11,0
3,65,11,11,0
3,66,11,11,0
3,67,50332,12,34
3,68,11,11,0
3,69,11,11,0
3,70,11,11,0
3,71,47372,12,32
3,72,11,11,0
3,73,11,11,0
3,74,11,11,0
3,75,56252,12,38
3,76,11,11,0
3,77,11,11,0
3,78,11,11,0
3,79,38492,12,26
3,80,11,11,0
3,81,11,11,0
3,82,11,11,0
3,83,48852,12,33
3,84,11,11,0
3,85,11,11,0
3,86,11,11,0
3,87,42932,12,29
3,88,11,11,0
3,89,11,11,0
3,90,11,11,0
3,91,47372,12,32
3,92,11,11,0
3,93,11,11,0
3,94,11,11,0
3,95,53292,12,36
3,96,11,11,0
3,97,11,11,0
3,98,11,11,0
3,99,50332,12,34
3,100,11,11,0
4,1,11,11,0
4,2,11,11,0
4,3,50332,12,34
4,4,11,11,0
4,5,11,11,0
4,6,11,11,0
4,7,47372,12,32
4,8,11,11,0
4,9,11,11,0
4,10,11,11,0
4,11,50332,12,34
4,12,11,11,0
4,13,11,11,0
4,14,11,11,0
4,15,41452,12,28
4,16,11,11,0
4,17,11,11,0
4,18,11,11,0
4,19,50332,12,34
4,20,11,11,0
4,21,11,11,0
4,22,11,11,0
4,23,31092,12,21
4,24,11,11,0
4,25,11,11,0
4,26,11,11,0
4,27,44412,12,30
4,28,11,11,0
4,29,11,11,0
4,30,11,11,0
4,31,44412,12,30
4,32,11,11,0
4,33,11,11,0
4,34,11,11,0
4,35,57732,12,39
4,36,11,11,0
4,37,11,11,0
4,38,11,11,0
4,39,35532,12,24
4,40,11,11,0
4,41,11,11,0
4,42,11,11,0
4,43,59212,12,40
4,44,11,11,0
4,45,11,11,0
4,46,11,11,0
4,47,54772,12,37
4,48,11,11,0
4,49,11,11,0
4,50,11,11,0
4,51,47372,12,32
4,52,11,11,0
4,53,11,11,0
4,54,11,11,0
4,55,60692,12,41
4,56,11,11,0
4,57,11,11,0
4,58,11,11,0
4,59,60692,12,41
4,60,11,11,0
4,61,11,11,0
4,62,11,11,0
4,63,41452,12,28
4,64,11,11,0
4,65,11,11,0
4,66,11,11,0
4,67,57732,12,39
4,68,11,11,0
4,69,11,11,0
4,70,11,11,0
4,71,47372,12,32
4,72,11,11,0
4,73,11,11,0
4,74,11,11,0
4,75,56252,12,38
4,76,11,11,0
4,77,11,11,0
4,78,11,11,0
4,79,32572,12,22
4,80,11,11,0
4,81,11,11,0
4,82,11,11,0
4,83,56252,12,38
4,84,11,11,0
4,85,11,11,0
4,86,11,11,0
4,87,57732,12,39
4,88,11,11,0
4,89,11,11,0
4,90,11,11,0
4,91,59212,12,40
4,92,11,11,0
4,93,11,11,0
4,94,11,11,0
4,95,53292,12,36
4,96,11,11,0
4,97,11,11,0
4,98,11,11,0
4,99,53292,12,36
4,100,11,11,0
5,1,11,11,0
5,2,11,11,0
5,3,37012,12,25
5,4,11,11,0
5,5,11,11,0
5,6,11,11,0
5,7,47372,12,32
5,8,11,11,0
5,9,11,11,0
5,10,11,11,0
5,11,48852,12,33
5,12,11,11,0
5,13,11,11,0
5,14,11,11,0
5,15,57732,12,39
5,16,11,11,0
5,17,11,11,0
5,18,11,11,0
5,19,47372,12,32
5,20,11,11,0
5,21,11,11,0
5,22,11,11,0
5,23,39972,12,27
5,24,11,11,0
5,25,11,11,0
5,26,11,11,0
5,27,57732,12,39
5,28,11,11,0
5,29,11,11,0
5,30,11,11,0
5,31,54772,12,37
5,32,11,11,0
5,33,11,11,0
5,34,11,11,0
5,35,68092,12,46
5,36,11,11,0
5,37,11,11,0
5,38,11,11,0
5,39,42932,12,29
5,40,11,11,0
5,41,11,11,0
5,42,11,11,0
5,43,56252,12,38
5,44,11,11,0
5,45,11,11,0
5,46,11,11,0
5,47,48852,12,33
5,48,11,11,0
5,49,11,11,0
5,50,11,11,0
5,51,47372,12,32
5,52,11,11,0
5,53,11,11,0
5,54,11,11,0
5,55,51812,12,35
5,56,11,11,0
5,57,11,11,0
5,58,11,11,0
5,59,69572,12,47
5,60,11,11,0
5,61,11,11,0
5,62,11,11,0
5,63,56252,12,38
5,64,11,11,0
5,65,11,11,0
5,66,11,11,0
5,67,54772,12,37
5,68,11,11,0
5,69,11,11,0
5,70,11,11,0
5,71,39972,12,27
5,72,11,11,0
5,73,11,11,0
5,74,11,11,0
5,75,51812,12,35
5,76,11,11,0
5,77,11,11,0
5,78,11,11,0
5,79,62172,12,42
5,80,11,11,0
5,81,11,11,0
5,82,11,11,0
5,83,54772,12,37
5,84,11,11,0
5,85,11,11,0
5,86,11,11,0
5,87,47372,12,32
5,88,11,11,0
5,89,11,11,0
5,90,11,11,0
5,91,57732,12,39
5,92,11,11,0
5,93,11,11,0
5,94,11,11,0
5,95,51812,12,35
5,96,11,11,0
5,97,11,11,0
5,98,11,11,0
5,99,54772,12,37
5,100,11,11,0
