1,1,11,11,0
1,2,11,11,0
1,3,69572,12,47
1,4,11,11,0
1,5,11,11,0
1,6,11,11,0
1,7,71052,12,48
1,8,11,11,0
1,9,11,11,0
1,10,11,11,0
1,11,57732,12,39
1,12,11,11,0
1,13,11,11,0
1,14,11,11,0
1,15,42932,12,29
1,16,11,11,0
1,17,11,11,0
1,18,11,11,0
1,19,59212,12,40
1,20,11,11,0
1,21,11,11,0
1,22,11,11,0
1,23,41452,12,28
1,24,11,11,0
1,25,11,11,0
1,26,11,11,0
1,27,51812,12,35
1,28,11,11,0
1,29,11,11,0
1,30,11,11,0
1,31,45892,12,31
1,32,11,11,0
1,33,11,11,0
1,34,11,11,0
1,35,51812,12,35
1,36,11,11,0
1,37,11,11,0
1,38,11,11,0
1,39,44412,12,30
1,40,11,11,0
1,41,11,11,0
1,42,11,11,0
1,43,50332,12,34
1,44,11,11,0
1,45,11,11,0
1,46,11,11,0
1,47,34052,12,23
1,48,11,11,0
1,49,11,11,0
1,50,11,11,0
1,51,54772,12,37
1,52,11,11,0
1,53,11,11,0
1,54,11,11,0
1,55,47372,12,32
1,56,11,11,0
1,57,11,11,0
1,58,11,11,0
1,59,60692,12,41
1,60,11,11,0
1,61,11,11,0
1,62,11,11,0
1,63,47372,12,32
1,64,11,11,0
1,65,11,11,0
1,66,11,11,0
1,67,54772,12,37
1,68,11,11,0
1,69,11,11,0
1,70,11,11,0
1,71,42932,12,29
1,72,11,11,0
1,73,11,11,0
1,74,11,11,0
1,75,44412,12,30
1,76,11,11,0
1,77,11,11,0
1,78,11,11,0
1,79,47372,12,32
1,80,11,11,0
1,81,11,11,0
1,82,11,11,0
1,83,66612,12,45
1,84,11,11,0
1,85,11,11,0
1,86,11,11,0
1,87,56252,12,38
1,88,11,11,0
1,89,11,11,0
1,90,11,11,0
1,91,71052,12,48
1,92,11,11,0
1,93,11,11,0
1,94,11,11,0
1,95,66612,12,45
1,96,11,11,0
1,97,11,11,0
1,98,11,11,0
1,99,50332,12,34
1,100,11,11,0
2,1,11,11,0
2,2,11,11,0
2,3,56252,12,38
2,4,11,11,0
2,5,11,11,0
2,6,11,11,0
2,7,57732,12,39
2,8,11,11,0
2,9,11,11,0
2,10,11,11,0
2,11,42932,12,29
2,12,11,11,0
2,13,11,11,0
2,14,11,11,0
2,15,60692,12,41
2,16,11,11,0
2,17,11,11,0
2,18,11,11,0
2,19,32572,12,22
2,20,11,11,0
2,21,11,11,0
2,22,11,11,0
2,23,38492,12,26
2,24,11,11,0
2,25,11,11,0
2,26,11,11,0
2,27,38492,12,26
2,28,11,11,0
2,29,11,11,0
2,30,11,11,0
2,31,60692,12,41
2,32,12,12,0
2,33,11,11,0
2,34,11,11,0
2,35,62172,12,42
2,36,11,11,0
2,37,11,11,0
2,38,11,11,0
2,39,59212,12,40
2,40,11,11,0
2,41,11,11,0
2,42,11,11,0
2,43,59212,12,40
2,44,11,11,0
2,45,11,11,0
2,46,11,11,0
2,47,39972,12,27
2,48,11,11,0
2,49,11,11,0
2,50,11,11,0
2,51,44412,12,30
2,52,11,11,0
2,53,11,11,0
2,54,11,11,0
2,55,42932,12,29
2,56,11,11,0
2,57,11,11,0
2,58,11,11,0
2,59,53292,12,36
2,60,11,11,0
2,61,11,11,0
2,62,11,11,0
2,63,35532,12,24
2,64,11,11,0
2,65,11,11,0
2,66,11,11,0
2,67,75492,12,51
2,68,11,11,0
2,69,11,11,0
2,70,11,11,0
2,71,48852,12,33
2,72,11,11,0
2,73,11,11,0
2,74,11,11,0
2,75,45892,12,31
2,76,11,11,0
2,77,11,11,0
2,78,11,11,0
2,79,62172,12,42
2,80,11,11,0
2,81,11,11,0
2,82,11,11,0
2,83,47372,12,32
2,84,11,11,0
2,85,11,11,0
2,86,11,11,0
2,87,53292,12,36
2,88,11,11,0
2,89,11,11,0
2,90,11,11,0
2,91,42932,12,29
2,92,11,11,0
2,93,11,11,0
2,94,11,11,0
2,95,59212,12,40
2,96,11,11,0
2,97,11,11,0
2,98,11,11,0
2,99,41452,12,28
2,100,11,11,0
3,1,11,11,0
3,2,11,11,0
3,3,44412,12,30
3,4,11,11,0
3,5,11,11,0
3,6,11,11,0
3,7,48852,12,33
3,8,11,11,0
3,9,11,11,0
3,10,11,11,0
3,11,42932,12,29
3,12,11,11,0
3,13,11,11,0
3,14,11,11,0
3,15,41452,12,28
3,16,11,11,0
3,17,11,11,0
3,18,11,11,0
3,19,42932,12,29
3,20,11,11,0
